"","orthogroup","gene","species"
"2210","OG0000008","HCON_00114520-00001","H. contortus"
"2211","OG0000008","HCON_00115750-00001","H. contortus"
"2212","OG0000008","HCON_00116600-00001","H. contortus"
"2213","OG0000008","HCON_00116690-00001","H. contortus"
"2214","OG0000008","HCON_00116700-00001","H. contortus"
"2215","OG0000008","HCON_00117520-00001","H. contortus"
"2216","OG0000008","HCON_00120220-00001","H. contortus"
"2217","OG0000008","HCON_00123840-00001","H. contortus"
"2218","OG0000008","HCON_00128130-00001","H. contortus"
"2219","OG0000008","HCON_00128380-00001","H. contortus"
"2220","OG0000008","HCON_00128480-00001","H. contortus"
"2221","OG0000008","HCON_00130440-00001","H. contortus"
"2222","OG0000008","HCON_00130450-00001","H. contortus"
"2223","OG0000008","HCON_00130460-00001","H. contortus"
"2224","OG0000008","HCON_00131580-00001","H. contortus"
"2225","OG0000008","HCON_00143100-00001","H. contortus"
"2226","OG0000008","HCON_00144150-00001","H. contortus"
"2227","OG0000008","HCON_00145700-00001","H. contortus"
"2228","OG0000008","HCON_00145710-00001","H. contortus"
"2229","OG0000008","HCON_00145730-00001","H. contortus"
"2230","OG0000008","HCON_00145740-00001","H. contortus"
"2231","OG0000008","HCON_00146390-00001","H. contortus"
"2232","OG0000008","HCON_00146580-00001","H. contortus"
"2233","OG0000008","HCON_00147000-00001","H. contortus"
"2234","OG0000008","HCON_00147320-00001","H. contortus"
"2235","OG0000008","HCON_00148070-00001","H. contortus"
"2236","OG0000008","HCON_00149190-00001","H. contortus"
"2237","OG0000008","HCON_00149200-00001","H. contortus"
"2238","OG0000008","HCON_00149740-00001","H. contortus"
"2239","OG0000008","HCON_00150490-00001","H. contortus"
"2240","OG0000008","HCON_00151180-00001","H. contortus"
"2241","OG0000008","HCON_00152410-00001","H. contortus"
"2242","OG0000008","HCON_00155740-00001","H. contortus"
"2243","OG0000008","HCON_00157390-00001","H. contortus"
"2244","OG0000008","HCON_00158230-00001","H. contortus"
"2245","OG0000008","HCON_00163950-00001","H. contortus"
"2246","OG0000008","HCON_00171090-00001","H. contortus"
"2247","OG0000008","HCON_00172130-00001","H. contortus"
"2248","OG0000008","HCON_00172520-00001","H. contortus"
"2249","OG0000008","HCON_00172530-00001","H. contortus"
"2250","OG0000008","HCON_00172910-00001","H. contortus"
"2251","OG0000008","HCON_00173000-00001","H. contortus"
"2252","OG0000008","HCON_00173180-00001","H. contortus"
"2253","OG0000008","HCON_00173400-00001","H. contortus"
"2254","OG0000008","HCON_00173440-00001","H. contortus"
"2255","OG0000008","HCON_00173480-00001","H. contortus"
"2256","OG0000008","HCON_00173490-00001","H. contortus"
"2257","OG0000008","HCON_00173500-00001","H. contortus"
"2258","OG0000008","HCON_00173520-00001","H. contortus"
"2259","OG0000008","HCON_00173970-00001","H. contortus"
"2260","OG0000008","HCON_00174530-00001","H. contortus"
"2261","OG0000008","HCON_00174540-00001","H. contortus"
"2262","OG0000008","HCON_00174790-00001","H. contortus"
"2263","OG0000008","HCON_00176200-00001","H. contortus"
"2264","OG0000008","HCON_00177450-00001","H. contortus"
"2265","OG0000008","HCON_00177530-00001","H. contortus"
"2266","OG0000008","HCON_00177540-00001","H. contortus"
"2267","OG0000008","HCON_00178430-00001","H. contortus"
"2268","OG0000008","HCON_00178440-00001","H. contortus"
"2269","OG0000008","HCON_00180220-00001","H. contortus"
"2270","OG0000008","HCON_00181320-00001","H. contortus"
"2271","OG0000008","HCON_00181420-00001","H. contortus"
"2272","OG0000008","HCON_00182790-00001","H. contortus"
"2273","OG0000008","HCON_00185410-00001","H. contortus"
"2274","OG0000008","HCON_00186070-00001","H. contortus"
"2275","OG0000008","HCON_00186080-00001","H. contortus"
"2276","OG0000008","HCON_00187410-00001","H. contortus"
"2277","OG0000009","HCON_00000530-00001","H. contortus"
"2278","OG0000009","HCON_00000540-00001","H. contortus"
"2279","OG0000009","HCON_00005090-00001","H. contortus"
"2280","OG0000009","HCON_00008920-00001","H. contortus"
"2281","OG0000009","HCON_00008930-00001","H. contortus"
"2282","OG0000009","HCON_00010110-00001","H. contortus"
"2283","OG0000009","HCON_00010140-00001","H. contortus"
"2284","OG0000009","HCON_00011740-00001","H. contortus"
"2285","OG0000009","HCON_00020010-00001","H. contortus"
"2286","OG0000009","HCON_00034060-00001","H. contortus"
"2287","OG0000009","HCON_00034480-00001","H. contortus"
"2288","OG0000009","HCON_00039410-00001","H. contortus"
"2289","OG0000009","HCON_00039500-00001","H. contortus"
"2290","OG0000009","HCON_00041450-00001","H. contortus"
"2291","OG0000009","HCON_00041460-00001","H. contortus"
"2292","OG0000009","HCON_00044900-00001","H. contortus"
"2293","OG0000009","HCON_00050020-00001","H. contortus"
"2294","OG0000009","HCON_00050030-00001","H. contortus"
"2295","OG0000009","HCON_00052450-00001","H. contortus"
"2296","OG0000009","HCON_00055570-00001","H. contortus"
"2297","OG0000009","HCON_00056030-00001","H. contortus"
"2298","OG0000009","HCON_00056040-00001","H. contortus"
"2299","OG0000009","HCON_00056050-00001","H. contortus"
"2300","OG0000009","HCON_00058920-00001","H. contortus"
"2301","OG0000009","HCON_00072880-00001","H. contortus"
"2302","OG0000009","HCON_00073510-00001","H. contortus"
"2303","OG0000009","HCON_00074240-00001","H. contortus"
"2304","OG0000009","HCON_00077040-00001","H. contortus"
"2305","OG0000009","HCON_00077970-00001","H. contortus"
"2306","OG0000009","HCON_00078950-00001","H. contortus"
"2307","OG0000009","HCON_00078960-00001","H. contortus"
"2308","OG0000009","HCON_00079540-00001","H. contortus"
"2309","OG0000009","HCON_00082940-00001","H. contortus"
"2310","OG0000009","HCON_00082950-00001","H. contortus"
"2311","OG0000009","HCON_00084920-00001","H. contortus"
"2312","OG0000009","HCON_00084930-00001","H. contortus"
"2313","OG0000009","HCON_00091380-00001","H. contortus"
"2314","OG0000009","HCON_00095500-00001","H. contortus"
"2315","OG0000009","HCON_00095510-00001","H. contortus"
"2316","OG0000009","HCON_00096250-00001","H. contortus"
"2317","OG0000009","HCON_00100240-00001","H. contortus"
"2318","OG0000009","HCON_00107070-00001","H. contortus"
"2319","OG0000009","HCON_00108810-00001","H. contortus"
"2320","OG0000009","HCON_00111720-00001","H. contortus"
"2321","OG0000009","HCON_00113230-00001","H. contortus"
"2322","OG0000009","HCON_00115850-00001","H. contortus"
"2323","OG0000009","HCON_00118550-00001","H. contortus"
"2324","OG0000009","HCON_00120720-00001","H. contortus"
"2325","OG0000009","HCON_00120890-00001","H. contortus"
"2326","OG0000009","HCON_00121680-00001","H. contortus"
"2327","OG0000009","HCON_00121690-00001","H. contortus"
"2328","OG0000009","HCON_00123050-00001","H. contortus"
"2329","OG0000009","HCON_00123780-00001","H. contortus"
"2330","OG0000009","HCON_00127380-00001","H. contortus"
"2331","OG0000009","HCON_00127890-00001","H. contortus"
"2332","OG0000009","HCON_00128320-00001","H. contortus"
"2333","OG0000009","HCON_00131740-00001","H. contortus"
"2334","OG0000009","HCON_00139530-00001","H. contortus"
"2335","OG0000009","HCON_00139540-00001","H. contortus"
"2336","OG0000009","HCON_00149480-00001","H. contortus"
"2337","OG0000009","HCON_00153160-00001","H. contortus"
"2338","OG0000009","HCON_00155360-00001","H. contortus"
"2339","OG0000009","HCON_00156040-00001","H. contortus"
"2340","OG0000009","HCON_00157470-00001","H. contortus"
"2341","OG0000009","HCON_00157480-00001","H. contortus"
"2342","OG0000009","HCON_00160360-00001","H. contortus"
"2343","OG0000009","HCON_00164120-00001","H. contortus"
"2344","OG0000009","HCON_00167940-00001","H. contortus"
"2345","OG0000009","HCON_00168140-00001","H. contortus"
"2346","OG0000009","HCON_00168540-00001","H. contortus"
"2347","OG0000009","HCON_00168930-00001","H. contortus"
"2348","OG0000009","HCON_00168940-00001","H. contortus"
"2349","OG0000009","HCON_00169490-00001","H. contortus"
"2350","OG0000009","HCON_00170100-00001","H. contortus"
"2351","OG0000009","HCON_00171010-00001","H. contortus"
"2352","OG0000009","HCON_00171130-00001","H. contortus"
"2353","OG0000009","HCON_00171180-00001","H. contortus"
"2354","OG0000009","HCON_00171190-00001","H. contortus"
"2355","OG0000009","HCON_00172850-00001","H. contortus"
"2356","OG0000009","HCON_00172870-00001","H. contortus"
"2357","OG0000009","HCON_00172900-00001","H. contortus"
"2358","OG0000009","HCON_00173200-00001","H. contortus"
"2359","OG0000009","HCON_00173410-00001","H. contortus"
"2360","OG0000009","HCON_00174850-00001","H. contortus"
"2361","OG0000009","HCON_00175330-00001","H. contortus"
"2362","OG0000009","HCON_00175810-00001","H. contortus"
"2363","OG0000009","HCON_00176640-00001","H. contortus"
"2364","OG0000009","HCON_00177280-00001","H. contortus"
"2365","OG0000009","HCON_00178190-00001","H. contortus"
"2366","OG0000009","HCON_00179060-00001","H. contortus"
"2367","OG0000009","HCON_00179340-00001","H. contortus"
"2368","OG0000009","HCON_00182820-00001","H. contortus"
"2369","OG0000009","HCON_00182890-00001","H. contortus"
"2370","OG0000009","HCON_00183200-00001","H. contortus"
"2371","OG0000009","HCON_00183360-00001","H. contortus"
"2372","OG0000009","HCON_00183490-00001","H. contortus"
"2373","OG0000009","HCON_00183590-00001","H. contortus"
"2374","OG0000009","HCON_00183630-00001","H. contortus"
"2375","OG0000009","HCON_00184030-00001","H. contortus"
"2376","OG0000009","HCON_00191480-00001","H. contortus"
"2377","OG0000009","HCON_00192690-00001","H. contortus"
"2378","OG0000009","HCON_00193040-00001","H. contortus"
"2379","OG0000010","HCON_00000150-00001","H. contortus"
"2380","OG0000010","HCON_00003010-00002","H. contortus"
"2381","OG0000010","HCON_00007030-00001","H. contortus"
"2382","OG0000010","HCON_00008480-00001","H. contortus"
"2383","OG0000010","HCON_00011290-00001","H. contortus"
"2384","OG0000010","HCON_00015630-00001","H. contortus"
"2385","OG0000010","HCON_00018770-00001","H. contortus"
"2386","OG0000010","HCON_00024270-00001","H. contortus"
"2387","OG0000010","HCON_00030330-00001","H. contortus"
"2388","OG0000010","HCON_00030840-00001","H. contortus"
"2389","OG0000010","HCON_00033880-00001","H. contortus"
"2390","OG0000010","HCON_00034400-00001","H. contortus"
"2391","OG0000010","HCON_00035480-00001","H. contortus"
"2392","OG0000010","HCON_00036860-00001","H. contortus"
"2393","OG0000010","HCON_00037870-00001","H. contortus"
"2394","OG0000010","HCON_00038550-00001","H. contortus"
"2395","OG0000010","HCON_00040470-00001","H. contortus"
"2396","OG0000010","HCON_00041850-00001","H. contortus"
"2397","OG0000010","HCON_00047630-00001","H. contortus"
"2398","OG0000010","HCON_00047950-00001","H. contortus"
"2399","OG0000010","HCON_00048090-00001","H. contortus"
"2400","OG0000010","HCON_00049520-00001","H. contortus"
"2401","OG0000010","HCON_00049970-00001","H. contortus"
"2402","OG0000010","HCON_00050800-00001","H. contortus"
"2403","OG0000010","HCON_00054240-00001","H. contortus"
"2404","OG0000010","HCON_00055310-00001","H. contortus"
"2405","OG0000010","HCON_00056240-00001","H. contortus"
"2406","OG0000010","HCON_00056620-00001","H. contortus"
"2407","OG0000010","HCON_00063060-00001","H. contortus"
"2408","OG0000010","HCON_00063470-00001","H. contortus"
"2409","OG0000010","HCON_00064720-00001","H. contortus"
"2410","OG0000010","HCON_00064730-00001","H. contortus"
"2411","OG0000010","HCON_00066830-00001","H. contortus"
"2412","OG0000010","HCON_00067690-00001","H. contortus"
"2413","OG0000010","HCON_00071610-00001","H. contortus"
"2414","OG0000010","HCON_00080790-00001","H. contortus"
"2415","OG0000010","HCON_00083540-00001","H. contortus"
"2416","OG0000010","HCON_00086140-00001","H. contortus"
"2417","OG0000010","HCON_00086200-00001","H. contortus"
"2418","OG0000010","HCON_00086340-00001","H. contortus"
"2419","OG0000010","HCON_00086360-00001","H. contortus"
"2420","OG0000010","HCON_00087080-00001","H. contortus"
"2421","OG0000010","HCON_00087390-00001","H. contortus"
"2422","OG0000010","HCON_00088660-00001","H. contortus"
"2423","OG0000010","HCON_00088860-00001","H. contortus"
"2424","OG0000010","HCON_00089350-00001","H. contortus"
"2425","OG0000010","HCON_00089760-00001","H. contortus"
"2426","OG0000010","HCON_00098620-00001","H. contortus"
"2427","OG0000010","HCON_00102290-00001","H. contortus"
"2428","OG0000010","HCON_00103320-00001","H. contortus"
"2429","OG0000010","HCON_00106020-00001","H. contortus"
"2430","OG0000010","HCON_00106800-00001","H. contortus"
"2431","OG0000010","HCON_00108130-00001","H. contortus"
"2432","OG0000010","HCON_00108140-00001","H. contortus"
"2433","OG0000010","HCON_00108200-00001","H. contortus"
"2434","OG0000010","HCON_00109810-00001","H. contortus"
"2435","OG0000010","HCON_00116860-00001","H. contortus"
"2436","OG0000010","HCON_00117020-00001","H. contortus"
"2437","OG0000010","HCON_00120250-00001","H. contortus"
"2438","OG0000010","HCON_00122060-00001","H. contortus"
"2439","OG0000010","HCON_00123710-00001","H. contortus"
"2440","OG0000010","HCON_00124030-00001","H. contortus"
"2441","OG0000010","HCON_00127170-00001","H. contortus"
"2442","OG0000010","HCON_00127340-00001","H. contortus"
"2443","OG0000010","HCON_00128840-00001","H. contortus"
"2444","OG0000010","HCON_00132530-00001","H. contortus"
"2445","OG0000010","HCON_00133740-00001","H. contortus"
"2446","OG0000010","HCON_00136250-00001","H. contortus"
"2447","OG0000010","HCON_00138630-00001","H. contortus"
"2448","OG0000010","HCON_00139280-00001","H. contortus"
"2449","OG0000010","HCON_00139610-00001","H. contortus"
"2450","OG0000010","HCON_00139710-00001","H. contortus"
"2451","OG0000010","HCON_00143960-00001","H. contortus"
"2452","OG0000010","HCON_00152260-00001","H. contortus"
"2453","OG0000010","HCON_00153240-00001","H. contortus"
"2454","OG0000010","HCON_00155840-00001","H. contortus"
"2455","OG0000010","HCON_00156070-00001","H. contortus"
"2456","OG0000010","HCON_00156130-00001","H. contortus"
"2457","OG0000010","HCON_00157280-00001","H. contortus"
"2458","OG0000010","HCON_00167560-00001","H. contortus"
"2459","OG0000010","HCON_00169630-00001","H. contortus"
"2460","OG0000010","HCON_00169870-00001","H. contortus"
"2461","OG0000010","HCON_00170330-00001","H. contortus"
"2462","OG0000010","HCON_00172180-00001","H. contortus"
"2463","OG0000010","HCON_00172290-00001","H. contortus"
"2464","OG0000010","HCON_00172800-00001","H. contortus"
"2465","OG0000010","HCON_00172930-00001","H. contortus"
"2466","OG0000010","HCON_00173940-00001","H. contortus"
"2467","OG0000010","HCON_00174460-00001","H. contortus"
"2468","OG0000010","HCON_00174630-00001","H. contortus"
"2469","OG0000010","HCON_00174800-00001","H. contortus"
"2470","OG0000010","HCON_00176180-00001","H. contortus"
"2471","OG0000010","HCON_00176710-00001","H. contortus"
"2472","OG0000010","HCON_00179890-00001","H. contortus"
"2473","OG0000010","HCON_00180810-00001","H. contortus"
"2474","OG0000010","HCON_00181250-00001","H. contortus"
"2475","OG0000010","HCON_00182420-00001","H. contortus"
"2476","OG0000010","HCON_00183720-00001","H. contortus"
"2477","OG0000010","HCON_00183800-00001","H. contortus"
"2478","OG0000010","HCON_00184170-00001","H. contortus"
"2479","OG0000010","HCON_00192600-00001","H. contortus"
"2480","OG0000010","HCON_00193330-00001","H. contortus"
"2481","OG0000011","HCON_00000210-00001","H. contortus"
"2482","OG0000011","HCON_00009760-00001","H. contortus"
"2483","OG0000011","HCON_00010520-00001","H. contortus"
"2484","OG0000011","HCON_00011540-00001","H. contortus"
"2485","OG0000011","HCON_00011550-00001","H. contortus"
"2486","OG0000011","HCON_00011560-00001","H. contortus"
"2487","OG0000011","HCON_00011810-00001","H. contortus"
"2488","OG0000011","HCON_00013750-00001","H. contortus"
"2489","OG0000011","HCON_00017480-00001","H. contortus"
"2490","OG0000011","HCON_00019330-00001","H. contortus"
"2491","OG0000011","HCON_00025080-00001","H. contortus"
"2492","OG0000011","HCON_00027040-00001","H. contortus"
"2493","OG0000011","HCON_00031620-00001","H. contortus"
"2494","OG0000011","HCON_00031630-00001","H. contortus"
"2495","OG0000011","HCON_00033920-00001","H. contortus"
"2496","OG0000011","HCON_00040000-00001","H. contortus"
"2497","OG0000011","HCON_00040010-00001","H. contortus"
"2498","OG0000011","HCON_00040020-00001","H. contortus"
"2499","OG0000011","HCON_00040030-00001","H. contortus"
"2500","OG0000011","HCON_00042070-00001","H. contortus"
"2501","OG0000011","HCON_00043780-00001","H. contortus"
"2502","OG0000011","HCON_00043800-00001","H. contortus"
"2503","OG0000011","HCON_00044690-00001","H. contortus"
"2504","OG0000011","HCON_00044940-00001","H. contortus"
"2505","OG0000011","HCON_00046340-00001","H. contortus"
"2506","OG0000011","HCON_00046350-00001","H. contortus"
"2507","OG0000011","HCON_00046360-00001","H. contortus"
"2508","OG0000011","HCON_00051080-00001","H. contortus"
"2509","OG0000011","HCON_00051090-00001","H. contortus"
"2510","OG0000011","HCON_00051100-00001","H. contortus"
"2511","OG0000011","HCON_00053420-00001","H. contortus"
"2512","OG0000011","HCON_00056290-00001","H. contortus"
"2513","OG0000011","HCON_00074310-00001","H. contortus"
"2514","OG0000011","HCON_00077550-00001","H. contortus"
"2515","OG0000011","HCON_00081460-00001","H. contortus"
"2516","OG0000011","HCON_00095430-00001","H. contortus"
"2517","OG0000011","HCON_00099216-00001","H. contortus"
"2518","OG0000011","HCON_00106220-00001","H. contortus"
"2519","OG0000011","HCON_00106230-00001","H. contortus"
"2520","OG0000011","HCON_00108620-00001","H. contortus"
"2521","OG0000011","HCON_00115550-00001","H. contortus"
"2522","OG0000011","HCON_00117980-00001","H. contortus"
"2523","OG0000011","HCON_00135520-00001","H. contortus"
"2524","OG0000011","HCON_00145560-00001","H. contortus"
"2525","OG0000011","HCON_00147290-00001","H. contortus"
"2526","OG0000011","HCON_00147850-00001","H. contortus"
"2527","OG0000011","HCON_00149040-00001","H. contortus"
"2528","OG0000011","HCON_00149050-00001","H. contortus"
"2529","OG0000011","HCON_00149390-00001","H. contortus"
"2530","OG0000011","HCON_00150900-00001","H. contortus"
"2531","OG0000011","HCON_00151860-00001","H. contortus"
"2532","OG0000011","HCON_00151870-00001","H. contortus"
"2533","OG0000011","HCON_00155300-00001","H. contortus"
"2534","OG0000011","HCON_00155310-00001","H. contortus"
"2535","OG0000011","HCON_00157060-00001","H. contortus"
"2536","OG0000011","HCON_00167450-00001","H. contortus"
"2537","OG0000011","HCON_00167460-00001","H. contortus"
"2538","OG0000011","HCON_00167740-00001","H. contortus"
"2539","OG0000011","HCON_00170890-00001","H. contortus"
"2540","OG0000011","HCON_00170900-00001","H. contortus"
"2541","OG0000011","HCON_00171380-00001","H. contortus"
"2542","OG0000011","HCON_00172020-00001","H. contortus"
"2543","OG0000011","HCON_00172030-00001","H. contortus"
"2544","OG0000011","HCON_00172080-00001","H. contortus"
"2545","OG0000011","HCON_00172090-00001","H. contortus"
"2546","OG0000011","HCON_00172100-00001","H. contortus"
"2547","OG0000011","HCON_00172110-00001","H. contortus"
"2548","OG0000011","HCON_00173540-00001","H. contortus"
"2549","OG0000011","HCON_00173550-00001","H. contortus"
"2550","OG0000011","HCON_00173560-00001","H. contortus"
"2551","OG0000011","HCON_00174110-00001","H. contortus"
"2552","OG0000011","HCON_00174370-00001","H. contortus"
"2553","OG0000011","HCON_00174550-00001","H. contortus"
"2554","OG0000011","HCON_00174860-00001","H. contortus"
"2555","OG0000011","HCON_00174870-00001","H. contortus"
"2556","OG0000011","HCON_00175370-00001","H. contortus"
"2557","OG0000011","HCON_00175510-00001","H. contortus"
"2558","OG0000011","HCON_00176510-00001","H. contortus"
"2559","OG0000011","HCON_00177270-00001","H. contortus"
"2560","OG0000011","HCON_00177720-00001","H. contortus"
"2561","OG0000011","HCON_00177730-00001","H. contortus"
"2562","OG0000011","HCON_00178080-00001","H. contortus"
"2563","OG0000011","HCON_00178460-00001","H. contortus"
"2564","OG0000011","HCON_00178780-00001","H. contortus"
"2565","OG0000011","HCON_00178830-00001","H. contortus"
"2566","OG0000011","HCON_00178840-00001","H. contortus"
"2567","OG0000011","HCON_00178850-00001","H. contortus"
"2568","OG0000011","HCON_00178910-00001","H. contortus"
"2569","OG0000011","HCON_00179240-00001","H. contortus"
"2570","OG0000011","HCON_00179580-00001","H. contortus"
"2571","OG0000011","HCON_00180020-00001","H. contortus"
"2572","OG0000011","HCON_00180050-00001","H. contortus"
"2573","OG0000011","HCON_00180060-00001","H. contortus"
"2574","OG0000011","HCON_00182000-00001","H. contortus"
"2575","OG0000011","HCON_00182240-00001","H. contortus"
"2576","OG0000011","HCON_00182710-00001","H. contortus"
"2577","OG0000011","HCON_00183220-00001","H. contortus"
"2578","OG0000011","HCON_00183370-00001","H. contortus"
"2579","OG0000011","HCON_00183940-00001","H. contortus"
"2580","OG0000011","HCON_00184000-00001","H. contortus"
"2581","OG0000012","HCON_00006040-00001","H. contortus"
"2582","OG0000012","HCON_00011200-00001","H. contortus"
"2583","OG0000012","HCON_00011570-00001","H. contortus"
"2584","OG0000012","HCON_00011580-00001","H. contortus"
"2585","OG0000012","HCON_00013960-00001","H. contortus"
"2586","OG0000012","HCON_00014020-00001","H. contortus"
"2587","OG0000012","HCON_00021710-00001","H. contortus"
"2588","OG0000012","HCON_00025710-00001","H. contortus"
"2589","OG0000012","HCON_00027480-00001","H. contortus"
"2590","OG0000012","HCON_00034900-00001","H. contortus"
"2591","OG0000012","HCON_00044880-00001","H. contortus"
"2592","OG0000012","HCON_00048860-00001","H. contortus"
"2593","OG0000012","HCON_00049820-00001","H. contortus"
"2594","OG0000012","HCON_00050440-00001","H. contortus"
"2595","OG0000012","HCON_00051510-00001","H. contortus"
"2596","OG0000012","HCON_00051520-00001","H. contortus"
"2597","OG0000012","HCON_00054860-00001","H. contortus"
"2598","OG0000012","HCON_00054870-00001","H. contortus"
"2599","OG0000012","HCON_00068460-00001","H. contortus"
"2600","OG0000012","HCON_00078740-00001","H. contortus"
"2601","OG0000012","HCON_00091200-00001","H. contortus"
"2602","OG0000012","HCON_00091210-00001","H. contortus"
"2603","OG0000012","HCON_00095590-00001","H. contortus"
"2604","OG0000012","HCON_00096160-00001","H. contortus"
"2605","OG0000012","HCON_00096170-00001","H. contortus"
"2606","OG0000012","HCON_00099880-00001","H. contortus"
"2607","OG0000012","HCON_00107470-00001","H. contortus"
"2608","OG0000012","HCON_00107480-00001","H. contortus"
"2609","OG0000012","HCON_00109980-00001","H. contortus"
"2610","OG0000012","HCON_00110580-00001","H. contortus"
"2611","OG0000012","HCON_00110810-00001","H. contortus"
"2612","OG0000012","HCON_00112650-00001","H. contortus"
"2613","OG0000012","HCON_00112660-00001","H. contortus"
"2614","OG0000012","HCON_00114430-00001","H. contortus"
"2615","OG0000012","HCON_00116250-00001","H. contortus"
"2616","OG0000012","HCON_00116260-00001","H. contortus"
"2617","OG0000012","HCON_00117680-00001","H. contortus"
"2618","OG0000012","HCON_00117820-00001","H. contortus"
"2619","OG0000012","HCON_00119660-00001","H. contortus"
"2620","OG0000012","HCON_00119670-00001","H. contortus"
"2621","OG0000012","HCON_00120600-00001","H. contortus"
"2622","OG0000012","HCON_00121850-00001","H. contortus"
"2623","OG0000012","HCON_00136650-00001","H. contortus"
"2624","OG0000012","HCON_00143600-00001","H. contortus"
"2625","OG0000012","HCON_00144880-00001","H. contortus"
"2626","OG0000012","HCON_00145030-00001","H. contortus"
"2627","OG0000012","HCON_00146450-00001","H. contortus"
"2628","OG0000012","HCON_00148570-00001","H. contortus"
"2629","OG0000012","HCON_00149920-00001","H. contortus"
"2630","OG0000012","HCON_00149930-00001","H. contortus"
"2631","OG0000012","HCON_00151890-00002","H. contortus"
"2632","OG0000012","HCON_00156350-00001","H. contortus"
"2633","OG0000012","HCON_00162950-00001","H. contortus"
"2634","OG0000012","HCON_00166430-00001","H. contortus"
"2635","OG0000012","HCON_00166440-00001","H. contortus"
"2636","OG0000012","HCON_00168160-00001","H. contortus"
"2637","OG0000012","HCON_00168170-00001","H. contortus"
"2638","OG0000012","HCON_00168180-00001","H. contortus"
"2639","OG0000012","HCON_00169450-00001","H. contortus"
"2640","OG0000012","HCON_00170530-00001","H. contortus"
"2641","OG0000012","HCON_00170540-00001","H. contortus"
"2642","OG0000012","HCON_00172660-00001","H. contortus"
"2643","OG0000012","HCON_00174450-00001","H. contortus"
"2644","OG0000012","HCON_00174650-00001","H. contortus"
"2645","OG0000012","HCON_00174660-00001","H. contortus"
"2646","OG0000012","HCON_00174670-00001","H. contortus"
"2647","OG0000012","HCON_00174740-00001","H. contortus"
"2648","OG0000012","HCON_00174750-00001","H. contortus"
"2649","OG0000012","HCON_00174760-00001","H. contortus"
"2650","OG0000012","HCON_00174830-00001","H. contortus"
"2651","OG0000012","HCON_00175170-00001","H. contortus"
"2652","OG0000012","HCON_00175180-00001","H. contortus"
"2653","OG0000012","HCON_00175920-00001","H. contortus"
"2654","OG0000012","HCON_00175930-00001","H. contortus"
"2655","OG0000012","HCON_00176440-00001","H. contortus"
"2656","OG0000012","HCON_00176450-00001","H. contortus"
"2657","OG0000012","HCON_00176460-00001","H. contortus"
"2658","OG0000012","HCON_00177060-00001","H. contortus"
"2659","OG0000012","HCON_00178760-00001","H. contortus"
"2660","OG0000012","HCON_00179190-00001","H. contortus"
"2661","OG0000012","HCON_00179970-00001","H. contortus"
"2662","OG0000012","HCON_00181070-00001","H. contortus"
"2663","OG0000012","HCON_00181750-00001","H. contortus"
"2664","OG0000012","HCON_00182550-00001","H. contortus"
"2665","OG0000012","HCON_00183560-00001","H. contortus"
"2666","OG0000012","HCON_00183570-00001","H. contortus"
"2667","OG0000012","HCON_00183660-00001","H. contortus"
"2668","OG0000012","HCON_00183920-00001","H. contortus"
"2669","OG0000012","HCON_00185680-00001","H. contortus"
"2670","OG0000012","HCON_00186570-00001","H. contortus"
"2671","OG0000012","HCON_00186580-00001","H. contortus"
"2672","OG0000013","B0391.11a","C. elegans"
"2673","OG0000013","B0391.5","C. elegans"
"2674","OG0000013","B0391.6","C. elegans"
"2675","OG0000013","B0391.9","C. elegans"
"2676","OG0000013","B0511.3","C. elegans"
"2677","OG0000013","C02H6.2","C. elegans"
"2678","OG0000013","C08E3.10a","C. elegans"
"2679","OG0000013","C08E3.12","C. elegans"
"2680","OG0000013","C08E3.6","C. elegans"
"2681","OG0000013","C08E3.7","C. elegans"
"2682","OG0000013","C08E3.8","C. elegans"
"2683","OG0000013","C08E3.9","C. elegans"
"2684","OG0000013","C08F11.5a","C. elegans"
"2685","OG0000013","C17C3.5","C. elegans"
"2686","OG0000013","C17C3.6","C. elegans"
"2687","OG0000013","C25D7.4a","C. elegans"
"2688","OG0000013","C31C9.3","C. elegans"
"2689","OG0000013","C31C9.8","C. elegans"
"2690","OG0000013","C33E10.2","C. elegans"
"2691","OG0000013","C36C9.3","C. elegans"
"2692","OG0000013","C38D9.1","C. elegans"
"2693","OG0000013","C38D9.6","C. elegans"
"2694","OG0000013","C38D9.7","C. elegans"
"2695","OG0000013","C38D9.9","C. elegans"
"2696","OG0000013","F09C3.4","C. elegans"
"2697","OG0000013","F10A3.17","C. elegans"
"2698","OG0000013","F10A3.2","C. elegans"
"2699","OG0000013","F14D2.13b","C. elegans"
"2700","OG0000013","F14H3.7","C. elegans"
"2701","OG0000013","F28F8.4","C. elegans"
"2702","OG0000013","F28F8.8a","C. elegans"
"2703","OG0000013","F31E9.3","C. elegans"
"2704","OG0000013","F35E12.3","C. elegans"
"2705","OG0000013","F36G9.14","C. elegans"
"2706","OG0000013","F44G3.12","C. elegans"
"2707","OG0000013","F44G3.14","C. elegans"
"2708","OG0000013","F44G3.8b","C. elegans"
"2709","OG0000013","F45C12.8","C. elegans"
"2710","OG0000013","F47H4.4","C. elegans"
"2711","OG0000013","F47H4.8","C. elegans"
"2712","OG0000013","F47H4.9","C. elegans"
"2713","OG0000013","F56C3.2","C. elegans"
"2714","OG0000013","F57G4.10","C. elegans"
