"","transcriptID","WormBaseID","locus","start","stop","VL_am","VL_lm","VL_nil","VC_lm","VC_nil","VR_am","VR_lm","VR_nil","HCON_ortho","HCON_start","HCON_stop","interval_1_status","interval_2_status"
"458","W09D12.1a","WBGene00012364","zmp-4",14917735,14921609,NA,NA,NA,NA,NA,NA,NA,"Y",NA,NA,NA,NA,NA
"459","K05D4.6a","WBGene00005482","srh-277",16185403,16186920,NA,NA,NA,NA,NA,"Y","Y","Y",NA,NA,NA,NA,NA
"460","C14A6.12","WBGene00050955",NA,18162034,18162668,NA,NA,NA,NA,NA,NA,NA,"Y",NA,NA,NA,NA,NA
"461","C14A6.13","WBGene00050956",NA,18159652,18161339,NA,NA,NA,NA,NA,NA,NA,"Y",NA,NA,NA,NA,NA
"462","F14D7.9","WBGene00008796",NA,14294696,14295550,NA,NA,NA,NA,NA,NA,NA,"Y",NA,NA,NA,NA,NA
"463","T05E12.9","WBGene00045500",NA,17080492,17082818,NA,NA,NA,NA,NA,NA,NA,"Y",NA,NA,NA,NA,NA
"464","Y80D3A.7a","WBGene00004236","ptr-22",18919222,18931379,NA,NA,NA,NA,NA,NA,NA,"Y","HCON_00161810-00001","45866969","45879142",NA,"Y"
"465","C41G6.11","WBGene00005536","sri-24",15212169,15213706,NA,NA,NA,NA,NA,NA,NA,"Y",NA,NA,NA,NA,NA
"466","T10B5.5a","WBGene00020391","cct-7",1872246,1875491,"Y",NA,"Y",NA,NA,NA,NA,NA,"HCON_00134020-00001","3952059","3956129",NA,NA
"467","Y32B12C.2a","WBGene00005801","srw-54",16611335,16612703,NA,NA,NA,NA,NA,NA,NA,"Y",NA,NA,NA,NA,NA
"468","R12G8.2","WBGene00006688","twk-36",17743651,17747059,NA,NA,NA,NA,NA,NA,NA,"Y",NA,NA,NA,NA,NA
"469","R10D12.17","WBGene00011197","srw-145",13937150,13939617,NA,NA,NA,NA,NA,NA,NA,"Y",NA,NA,NA,NA,NA
"470","Y32G9B.1b","WBGene00021309",NA,1823077,1830073,"Y",NA,"Y",NA,NA,NA,NA,NA,"HCON_00133080-00001","2614409","2624109",NA,NA
"471","F11A5.9","WBGene00008677",NA,16214890,16217706,NA,NA,NA,NA,NA,"Y","Y","Y",NA,NA,NA,NA,NA
"472","F11A5.8","WBGene00008676","oac-15",16206943,16209916,NA,NA,NA,NA,NA,"Y","Y","Y",NA,NA,NA,NA,NA
"473","W09D12.3","WBGene00005211","srg-54",14921988,14924204,NA,NA,NA,NA,NA,NA,NA,"Y",NA,NA,NA,NA,NA
"474","W09D12.2","WBGene00005212","srg-55",14926710,14928342,NA,NA,NA,NA,NA,NA,NA,"Y",NA,NA,NA,NA,NA
"475","F11A5.3","WBGene00008671",NA,16194939,16195544,NA,NA,NA,NA,NA,"Y","Y","Y",NA,NA,NA,NA,NA
"476","F11A5.2","WBGene00005484","srh-279",16193356,16194581,NA,NA,NA,NA,NA,"Y","Y","Y",NA,NA,NA,NA,NA
"477","F11A5.1","WBGene00005486","srh-281",16190785,16192262,NA,NA,NA,NA,NA,"Y","Y","Y",NA,NA,NA,NA,NA
"478","Y51A2D.9a","WBGene00013077","ttr-24",18555386,18556643,NA,NA,NA,NA,NA,NA,NA,"Y",NA,NA,NA,NA,NA
"479","C15H11.9","WBGene00007617","rrbs-1",14423776,14425008,NA,NA,NA,NA,NA,NA,NA,"Y",NA,NA,NA,NA,NA
"480","C15H11.8","WBGene00007616","rpoa-12",14422720,14423383,NA,NA,NA,NA,NA,NA,NA,"Y",NA,NA,NA,NA,NA
"481","C45H4.3a","WBGene00016687","srbc-17",2177714,2179116,"Y",NA,"Y",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"482","F47D2.10b","WBGene00005407","srh-194",4291836,4293525,"Y",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"483","T26H5.9a","WBGene00044206",NA,15444916,15445420,NA,NA,NA,NA,NA,NA,NA,"Y",NA,NA,NA,NA,NA
"484","ZK218.11","WBGene00013943",NA,17107388,17108418,NA,NA,NA,NA,NA,NA,NA,"Y",NA,NA,NA,NA,NA
"485","R02D5.24","WBGene00235335",NA,14501340,14501435,NA,NA,NA,NA,NA,NA,NA,"Y",NA,NA,NA,NA,NA
"486","ZK262.10","WBGene00005614","srj-26",18421097,18423477,NA,NA,NA,NA,NA,NA,NA,"Y",NA,NA,NA,NA,NA
"487","F14F8.8","WBGene00008816",NA,16671622,16672186,NA,NA,NA,NA,NA,NA,NA,"Y",NA,NA,NA,NA,NA
"488","C54E10.4","WBGene00005522","sri-10",18804080,18806509,NA,NA,NA,NA,NA,NA,NA,"Y",NA,NA,NA,NA,NA
"489","F40G12.8","WBGene00009603","srt-33",14278312,14279877,NA,NA,NA,NA,NA,NA,NA,"Y",NA,NA,NA,NA,NA
"490","Y39B6A.29a","WBGene00012688",NA,19020482,19024783,NA,NA,NA,NA,NA,NA,NA,"Y",NA,NA,NA,NA,NA
"491","F49H6.1","WBGene00009905","clec-240",17010014,17011849,NA,NA,NA,NA,NA,NA,NA,"Y",NA,NA,NA,NA,NA
"492","F47H4.2b","WBGene00009835",NA,17353325,17360212,NA,NA,NA,NA,NA,NA,NA,"Y",NA,NA,NA,NA,NA
"493","K06B4.10","WBGene00010604","nhr-199",15698528,15699899,NA,NA,NA,NA,NA,NA,NA,"Y",NA,NA,NA,NA,NA
"494","C17E7.8b","WBGene00003714","nhr-124",3880798,3886204,"Y",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"495","T26E4.18","WBGene00206503",NA,15803711,15803848,NA,NA,NA,NA,NA,NA,NA,"Y",NA,NA,NA,NA,NA
"496","Y50D4A.6a","WBGene00195169",NA,1197817,1199269,NA,NA,"Y",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"497","T26E4.10","WBGene00012052",NA,15797879,15798208,NA,NA,NA,NA,NA,NA,NA,"Y",NA,NA,NA,NA,NA
"498","T26E4.12","WBGene00005105","srd-27",15803383,15804451,NA,NA,NA,NA,NA,NA,NA,"Y",NA,NA,NA,NA,NA
"499","Y39B6A.48a","WBGene00001987","hot-2",19174759,19187908,NA,NA,NA,NA,NA,NA,NA,"Y","HCON_00144780-00001","20397473","20432204",NA,NA
"500","T26E4.14","WBGene00012054","srsx-38",15805910,15807520,NA,NA,NA,NA,NA,NA,NA,"Y",NA,NA,NA,NA,NA
"501","T26E4.15","WBGene00012055","srsx-36",15808119,15810036,NA,NA,NA,NA,NA,NA,NA,"Y",NA,NA,NA,NA,NA
"502","T26E4.16","WBGene00012056","nhr-285",15777718,15779247,NA,NA,NA,NA,NA,NA,NA,"Y",NA,NA,NA,NA,NA
"503","Y50D4B.6","WBGene00021745",NA,1084316,1087324,NA,NA,"Y",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"504","Y45G5AL.2b","WBGene00044528","lgc-29",4139040,4143120,"Y",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"505","F52F10.4a","WBGene00018708","oac-32",1542517,1545791,NA,NA,"Y",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"506","F36D3.2","WBGene00003644","nhr-54",16503947,16505917,NA,NA,NA,NA,NA,"Y",NA,"Y",NA,NA,NA,NA,NA
"507","K10G4.3","WBGene00010752",NA,17264066,17264955,NA,NA,NA,NA,NA,NA,NA,"Y",NA,NA,NA,NA,NA
"508","K10G4.5","WBGene00010754",NA,17298283,17301475,NA,NA,NA,NA,NA,NA,NA,"Y",NA,NA,NA,NA,NA
"509","Y5H2B.3","WBGene00021165",NA,2188280,2189077,"Y",NA,"Y",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"510","C30G7.4","WBGene00044178",NA,14946622,14947229,NA,NA,NA,NA,NA,NA,NA,"Y",NA,NA,NA,NA,NA
"511","C06C6.7","WBGene00007381",NA,15992150,15995607,NA,NA,NA,NA,NA,"Y","Y","Y",NA,NA,NA,NA,NA
"512","Y5H2B.7","WBGene00021169","srt-40",2205030,2206281,"Y",NA,"Y",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"513","Y5H2B.6","WBGene00021168","cyp-33C12",2201435,2204397,"Y",NA,"Y",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"514","Y5H2B.5","WBGene00021167","cyp-32B1",2197997,2201415,"Y",NA,"Y",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"515","Y5H2B.4","WBGene00021166","srbc-42",2189586,2191222,"Y",NA,"Y",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"516","W06H8.1b","WBGene00004373","rme-1",6209879,6217647,NA,NA,NA,"Y",NA,NA,NA,NA,"HCON_00137980-00002","9322833","9351592",NA,NA
"517","F16B4.8a","WBGene00000387","cdc-25.2",1577691,1585532,NA,NA,"Y",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"518","F44E7.4a","WBGene00018426",NA,5772819,5776996,NA,NA,NA,NA,"Y",NA,NA,NA,NA,NA,NA,NA,NA
"519","T20D4.7","WBGene00020613",NA,3408902,3409528,"Y",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"520","T20D4.6","WBGene00020612","arrd-22",3410520,3412858,"Y",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"521","T20D4.5","WBGene00020611",NA,3413310,3417772,"Y",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"522","T20D4.2","WBGene00020608","srab-22",3426376,3427733,"Y",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"523","T20D4.1","WBGene00020607","srab-20",3428997,3430433,"Y",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"524","C13A2.7b","WBGene00015724",NA,7266321,7268903,NA,NA,NA,"Y",NA,NA,NA,NA,NA,NA,NA,NA,NA
"525","Y6E2A.10","WBGene00050915",NA,15729196,15730558,NA,NA,NA,NA,NA,NA,NA,"Y",NA,NA,NA,NA,NA
"526","T24A6.8a","WBGene00020748","nhr-221",3532931,3535235,"Y",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"527","T05G11.1a","WBGene00011505","pzf-1",15926425,15928425,NA,NA,NA,NA,NA,NA,NA,"Y",NA,NA,NA,NA,NA
"528","F35E8.8","WBGene00001786","gst-38",15915163,15916079,NA,NA,NA,NA,NA,NA,NA,"Y",NA,NA,NA,NA,NA
"529","T25E12.9","WBGene00012024","clec-29",16737673,16739200,NA,NA,NA,NA,NA,NA,NA,"Y",NA,NA,NA,NA,NA
"530","C55A1.11","WBGene00008326",NA,15625861,15626223,NA,NA,NA,NA,NA,NA,NA,"Y",NA,NA,NA,NA,NA
"531","F07G11.5a","WBGene00005617","srj-32",7296258,7297361,NA,NA,NA,"Y",NA,NA,NA,NA,NA,NA,NA,NA,NA
"532","F28F8.2","WBGene00009221","acs-2",15567394,15569894,NA,NA,NA,NA,NA,NA,NA,"Y",NA,NA,NA,NA,NA
"533","W01A11.7","WBGene00020912",NA,6504538,6505500,NA,NA,NA,"Y",NA,NA,NA,NA,"HCON_00158950-00001","42403299","42405306",NA,NA
"534","W02G9.1","WBGene00003579","ndx-2",2662964,2665003,"Y","Y","Y",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"535","F40C5.1a","WBGene00018228",NA,3572713,3574157,"Y",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"536","W02G9.3","WBGene00020953",NA,2672986,2674201,"Y","Y","Y",NA,NA,NA,NA,NA,"HCON_00132955-00001","2484577","2491067",NA,NA
"537","T06E6.15","WBGene00044759",NA,15398939,15399791,NA,NA,NA,NA,NA,NA,NA,"Y",NA,NA,NA,NA,NA
"538","F10G2.10a","WBGene00235324",NA,7322215,7323790,NA,NA,NA,"Y",NA,NA,NA,NA,NA,NA,NA,NA,NA
"539","F11D11.12","WBGene00045362",NA,18749579,18750199,NA,NA,NA,NA,NA,NA,NA,"Y",NA,NA,NA,NA,NA
"540","F35E8.1","WBGene00009417",NA,15904192,15905630,NA,NA,NA,NA,NA,NA,NA,"Y",NA,NA,NA,NA,NA
"541","F35E8.2","WBGene00009418",NA,15905620,15907032,NA,NA,NA,NA,NA,NA,NA,"Y",NA,NA,NA,NA,NA
"542","T05B4.10","WBGene00020241",NA,4119890,4120729,"Y",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"543","T05B4.11","WBGene00020242","phat-5",4121477,4122517,"Y",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"544","T05B4.12","WBGene00020243",NA,4123171,4126034,"Y",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"545","T05B4.13","WBGene00020244",NA,4126319,4127535,"Y",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"546","T05B4.14","WBGene00194894",NA,4108662,4109973,"Y",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"547","T28C12.2","WBGene00020889",NA,6329197,6331086,NA,NA,NA,"Y",NA,NA,NA,NA,NA,NA,NA,NA,NA
"548","T28C12.3","WBGene00020890","fbxa-202",6327223,6328865,NA,NA,NA,"Y",NA,NA,NA,NA,NA,NA,NA,NA,NA
"549","T28C12.1","WBGene00020888",NA,6331907,6334008,NA,NA,NA,"Y",NA,NA,NA,NA,NA,NA,NA,NA,NA
"550","Y5H2B.2b","WBGene00003612","nhr-13",2192477,2196827,"Y",NA,"Y",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"551","R09B5.8","WBGene00000557","cnc-3",1448004,1448792,NA,NA,"Y",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"552","C38D9.8","WBGene00008016",NA,17551506,17552816,NA,NA,NA,NA,NA,NA,NA,"Y",NA,NA,NA,NA,NA
"553","R09B5.2","WBGene00000555","cnc-1",1443977,1444280,NA,NA,"Y",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"554","R09B5.5","WBGene00004139","pqn-54",1464990,1466360,NA,NA,"Y",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"555","R09B5.4","WBGene00019977","fpn-1.2",1462011,1464699,NA,NA,"Y",NA,NA,NA,NA,NA,"HCON_00161120-00001","45005263","45016912",NA,"Y"
"556","R09B5.6","WBGene00019978","hacd-1",1457010,1461615,NA,NA,"Y",NA,NA,NA,NA,NA,"HCON_00140140-00001","12376293","12380257",NA,NA
"557","F08F3.2a","WBGene00017261","acl-6",5433372,5437085,NA,NA,NA,NA,"Y",NA,NA,NA,"HCON_00145770-00001","22598873","22644379",NA,NA
"558","ZK262.2","WBGene00013949",NA,18410757,18412987,NA,NA,NA,NA,NA,NA,NA,"Y",NA,NA,NA,NA,NA
"559","ZK262.4","WBGene00013951",NA,18423782,18424571,NA,NA,NA,NA,NA,NA,NA,"Y",NA,NA,NA,NA,NA
"560","ZK262.6","WBGene00005830","srw-83",18426580,18430537,NA,NA,NA,NA,NA,NA,NA,"Y",NA,NA,NA,NA,NA
"561","ZK218.6","WBGene00013940","nhr-248",17103410,17104627,NA,NA,NA,NA,NA,NA,NA,"Y",NA,NA,NA,NA,NA
"562","ZK262.9","WBGene00013954",NA,18440578,18441340,NA,NA,NA,NA,NA,NA,NA,"Y",NA,NA,NA,NA,NA
"563","Y45G5AM.7a","WBGene00021559",NA,4166796,4170238,"Y",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"564","F53E2.2","WBGene00302980",NA,1475072,1476790,NA,NA,"Y",NA,NA,NA,NA,NA,"HCON_00153740-00001","35410032","35412767",NA,NA
"565","F09F3.13","WBGene00006028","srx-137",13862805,13864110,NA,NA,NA,NA,NA,NA,NA,"Y",NA,NA,NA,NA,NA
"566","ZC250.3","WBGene00022577","nstp-3",5794688,5798232,NA,NA,NA,NA,"Y",NA,NA,NA,"HCON_00148490-00001","26995868","27016081",NA,NA
"567","ZC250.2","WBGene00022576",NA,5792331,5794857,NA,NA,NA,NA,"Y",NA,NA,NA,"HCON_00157000-00001","39850091","39853531","Y",NA
"568","T08G3.11","WBGene00011620",NA,16478698,16479375,NA,NA,NA,NA,NA,"Y",NA,"Y",NA,NA,NA,NA,NA
"569","T21H3.4a","WBGene00020663","cutl-22",1141735,1146499,NA,NA,"Y",NA,NA,NA,NA,NA,"HCON_00162940-00001","47408699","47414975",NA,"Y"
"570","ZC250.5","WBGene00045306",NA,5805767,5807532,NA,NA,NA,NA,"Y",NA,NA,NA,"HCON_00140400-00001","12859480","12862058",NA,NA
"571","ZC250.4","WBGene00045305",NA,5812305,5813157,NA,NA,NA,NA,"Y",NA,NA,NA,NA,NA,NA,NA,NA
"572","F22B8.5a","WBGene00006075","str-7",16097824,16099541,NA,NA,NA,NA,NA,"Y","Y","Y",NA,NA,NA,NA,NA
"573","F58E10.2","WBGene00001310","end-1",13985137,13987072,NA,NA,NA,NA,NA,NA,NA,"Y",NA,NA,NA,NA,NA
"574","F44G3.7","WBGene00009708",NA,16133781,16137143,NA,NA,NA,NA,NA,"Y","Y","Y",NA,NA,NA,NA,NA
"575","F58E10.7","WBGene00010262","droe-4",13992656,13993476,NA,NA,NA,NA,NA,NA,NA,"Y",NA,NA,NA,NA,NA
"576","F58E10.6","WBGene00010261","srh-308",14015978,14017576,NA,NA,NA,NA,NA,NA,NA,"Y",NA,NA,NA,NA,NA
"577","F58E10.5","WBGene00001311","end-3",14014701,14015980,NA,NA,NA,NA,NA,NA,NA,"Y",NA,NA,NA,NA,NA
"578","F58E10.4","WBGene00000097","aip-1",14012333,14013644,NA,NA,NA,NA,NA,NA,NA,"Y","HCON_00162130-00001","46492018","46494582",NA,"Y"
"579","F14F8.6","WBGene00005791","srw-44",16680281,16682656,NA,NA,NA,NA,NA,NA,NA,"Y",NA,NA,NA,NA,NA
"580","T09H2.1","WBGene00020386","dach-1",3950027,3952097,"Y",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"581","F53E10.6","WBGene00018762",NA,2595051,2603063,"Y",NA,"Y",NA,NA,NA,NA,NA,"HCON_00161260-00002","45210463","45212262",NA,"Y"
"582","F41B5.2","WBGene00018260","cyp-33C7",2250540,2252591,"Y",NA,"Y",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"583","T26H2.2a","WBGene00012064","fbxb-115",19238421,19239849,NA,NA,NA,NA,NA,NA,NA,"Y",NA,NA,NA,NA,NA
"584","F41B5.4","WBGene00018262","cyp-33C3",2242778,2244926,"Y",NA,"Y",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"585","F53E10.1","WBGene00018758",NA,2615310,2618558,"Y",NA,"Y",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"586","F41B5.9","WBGene00018265","nhr-182",2257420,2259913,"Y",NA,"Y",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"587","Y51A2A.12","WBGene00077445",NA,18292595,18292944,NA,NA,NA,NA,NA,NA,NA,"Y",NA,NA,NA,NA,NA
"588","Y51A2A.16","WBGene00206507",NA,18280277,18280528,NA,NA,NA,NA,NA,NA,NA,"Y",NA,NA,NA,NA,NA
"589","F14F8.7","WBGene00005783","srw-36",16683186,16684174,NA,NA,NA,NA,NA,NA,NA,"Y",NA,NA,NA,NA,NA
"590","T22G5.5b","WBGene00011932","sptl-3",13893325,13896417,NA,NA,NA,NA,NA,NA,NA,"Y","HCON_00150400-00001","30107304","30124687",NA,NA
"591","F22F7.7a","WBGene00017724",NA,2131473,2139833,"Y",NA,"Y",NA,NA,NA,NA,NA,"HCON_00137950-00001","9306704","9308069",NA,NA
"592","T25E12.7","WBGene00012022","clec-39",16739268,16741588,NA,NA,NA,NA,NA,NA,NA,"Y",NA,NA,NA,NA,NA
"593","C14C11.8b","WBGene00004104","pqn-13",5669609,5676111,NA,NA,NA,NA,"Y",NA,NA,NA,"HCON_00150355-00001","30064014","30069092",NA,NA
"594","T10H9.8","WBGene00044779",NA,6652351,6653747,NA,NA,NA,"Y",NA,NA,NA,NA,NA,NA,NA,NA,NA
"595","F09C6.8","WBGene00008619","nhr-262",16904912,16906787,NA,NA,NA,NA,NA,NA,NA,"Y",NA,NA,NA,NA,NA
"596","W06G6.11","WBGene00012313",NA,16649031,16649300,NA,NA,NA,NA,NA,NA,NA,"Y",NA,NA,NA,NA,NA
"597","T25E12.6","WBGene00012021",NA,16742423,16744881,NA,NA,NA,NA,NA,NA,NA,"Y",NA,NA,NA,NA,NA
"598","T10H9.3","WBGene00020425","syx-18",6653613,6655449,NA,NA,NA,"Y",NA,NA,NA,NA,"HCON_00136625-00001","7577308","7584462",NA,NA
"599","T10H9.2","WBGene00004740","scd-2",6633225,6639665,NA,NA,NA,"Y",NA,NA,NA,NA,"HCON_00134570-00001","4747971","4761503",NA,NA
"600","T10H9.1","WBGene00020424",NA,6649617,6652355,NA,NA,NA,"Y",NA,NA,NA,NA,NA,NA,NA,NA,NA
"601","T25E12.5","WBGene00012020","gyg-2",16745080,16746258,NA,NA,NA,NA,NA,NA,NA,"Y",NA,NA,NA,NA,NA
"602","T10H9.4","WBGene00004897","snb-1",6655562,6656501,NA,NA,NA,"Y",NA,NA,NA,NA,"HCON_00136620-00001","7573696","7577207",NA,NA
"603","Y17D7A.1","WBGene00012446","nhr-230",18846791,18852729,NA,NA,NA,NA,NA,NA,NA,"Y",NA,NA,NA,NA,NA
"604","Y17D7A.4","WBGene00012448","cyp-33D3",18832264,18837214,NA,NA,NA,NA,NA,NA,NA,"Y",NA,NA,NA,NA,NA
"605","ZK697.6b","WBGene00001769","gst-21",1730684,1732018,NA,NA,"Y",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"606","W06G6.10","WBGene00012312",NA,16646791,16647193,NA,NA,NA,NA,NA,NA,NA,"Y",NA,NA,NA,NA,NA
"607","F49H6.17","WBGene00050965",NA,17019990,17020226,NA,NA,NA,NA,NA,NA,NA,"Y",NA,NA,NA,NA,NA
"608","F14F8.5","WBGene00005790","srw-43",16686025,16687083,NA,NA,NA,NA,NA,NA,NA,"Y",NA,NA,NA,NA,NA
"609","Y61B8A.6","WBGene00219383",NA,17251911,17252309,NA,NA,NA,NA,NA,NA,NA,"Y",NA,NA,NA,NA,NA
"610","F49H6.15","WBGene00050894",NA,17026138,17026389,NA,NA,NA,NA,NA,NA,NA,"Y",NA,NA,NA,NA,NA
"611","Y61B8A.1","WBGene00005335","srh-116",17252931,17255128,NA,NA,NA,NA,NA,NA,NA,"Y",NA,NA,NA,NA,NA
"612","F20E11.10","WBGene00005414","srh-203",17454495,17456297,NA,NA,NA,NA,NA,NA,NA,"Y",NA,NA,NA,NA,NA
"613","F49H6.12","WBGene00009913",NA,17020907,17021461,NA,NA,NA,NA,NA,NA,NA,"Y",NA,NA,NA,NA,NA
"614","R12G8.1","WBGene00011254",NA,17747966,17749243,NA,NA,NA,NA,NA,NA,NA,"Y",NA,NA,NA,NA,NA
"615","C07G3.10","WBGene00015578",NA,3502307,3503151,"Y",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"616","Y59A8B.26a","WBGene00045459",NA,18009970,18010837,NA,NA,NA,NA,NA,NA,NA,"Y",NA,NA,NA,NA,NA
"617","F21A3.4","WBGene00008994",NA,15536620,15538059,NA,NA,NA,NA,NA,NA,NA,"Y","HCON_00133860-00001","3674098","3678095",NA,NA
"618","Y59A8B.21b","WBGene00013353",NA,17986260,17995396,NA,NA,NA,NA,NA,NA,NA,"Y","HCON_00151900-00002","32326315","32348219",NA,NA
"619","F44C4.4a","WBGene00002148","gon-14",6606406,6611158,NA,NA,NA,"Y",NA,NA,NA,NA,NA,NA,NA,NA,NA
"620","C50H11.11","WBGene00016857","srt-16",3063160,3064518,"Y","Y","Y",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"621","ZK1037.5","WBGene00014193","nhr-247",15323853,15325351,NA,NA,NA,NA,NA,NA,NA,"Y",NA,NA,NA,NA,NA
"622","F21A3.6","WBGene00008996","glb-14",15543107,15544994,NA,NA,NA,NA,NA,NA,NA,"Y",NA,NA,NA,NA,NA
"623","F53C11.5b","WBGene00009975",NA,13789887,13796254,NA,NA,NA,NA,NA,NA,NA,"Y","HCON_00138230-00002","9691601","9737103",NA,NA
"624","F56A4.9a","WBGene00018917","irld-35",2456176,2458286,"Y",NA,"Y",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"625","ZK1037.8","WBGene00005499","srh-295",15330614,15332774,NA,NA,NA,NA,NA,NA,NA,"Y",NA,NA,NA,NA,NA
"626","ZK262.7","WBGene00005829","srw-82",18431750,18434205,NA,NA,NA,NA,NA,NA,NA,"Y",NA,NA,NA,NA,NA
"627","F20G2.3a","WBGene00008987",NA,13765926,13768552,NA,NA,NA,NA,NA,NA,NA,"Y","HCON_00162250-00001","46676503","46684055",NA,"Y"
"628","H12D21.7b","WBGene00010383","mpst-3",14895668,14899019,NA,NA,NA,NA,NA,NA,NA,"Y",NA,NA,NA,NA,NA
"629","F20A1.10","WBGene00017621",NA,7052717,7053200,NA,NA,NA,"Y",NA,NA,NA,NA,NA,NA,NA,NA,NA
"630","F31E9.5","WBGene00009298","srz-58",17318147,17319515,NA,NA,NA,NA,NA,NA,NA,"Y",NA,NA,NA,NA,NA
"631","T26H8.5","WBGene00077588",NA,15304607,15305602,NA,NA,NA,NA,NA,NA,NA,"Y",NA,NA,NA,NA,NA
"632","T26H8.4","WBGene00012072",NA,15305813,15306845,NA,NA,NA,NA,NA,NA,NA,"Y",NA,NA,NA,NA,NA
"633","F40G12.7","WBGene00009602",NA,14274568,14276551,NA,NA,NA,NA,NA,NA,NA,"Y",NA,NA,NA,NA,NA
"634","W02H5.8","WBGene00020962",NA,2647037,2652657,"Y","Y","Y",NA,NA,NA,NA,NA,"HCON_00145120-00001","21061907","21068699",NA,NA
"635","Y32G9A.6d","WBGene00021304","nphp-2",1895783,1906791,"Y",NA,"Y",NA,NA,NA,NA,NA,"HCON_00148610-00001","27131272","27165701",NA,NA
"636","T03D3.2","WBGene00005629","srj-50",2832966,2834921,"Y","Y","Y",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"637","W06G6.12","WBGene00012314",NA,16651842,16652111,NA,NA,NA,NA,NA,NA,NA,"Y",NA,NA,NA,NA,NA
"638","H10D18.1","WBGene00019177",NA,3815226,3816864,"Y",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"639","H10D18.2","WBGene00019178","scl-12",3812593,3813435,"Y",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"640","H10D18.3","WBGene00005753","srw-6",3808636,3810708,"Y",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"641","H10D18.4","WBGene00019179","scl-13",3810786,3811634,"Y",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"642","F09F3.9","WBGene00008629","cpt-5",13873153,13875891,NA,NA,NA,NA,NA,NA,NA,"Y",NA,NA,NA,NA,NA
"643","F26D2.11","WBGene00005776","srw-29",16423099,16424528,NA,NA,NA,NA,NA,"Y",NA,"Y",NA,NA,NA,NA,NA
"644","F26D2.13","WBGene00009151",NA,16434722,16435610,NA,NA,NA,NA,NA,"Y",NA,"Y",NA,NA,NA,NA,NA
"645","F26D2.15","WBGene00009153",NA,16437846,16438934,NA,NA,NA,NA,NA,"Y",NA,"Y",NA,NA,NA,NA,NA
"646","F26D2.14","WBGene00009152",NA,16435855,16436736,NA,NA,NA,NA,NA,"Y",NA,"Y",NA,NA,NA,NA,NA
"647","F26D2.16","WBGene00009154",NA,16418351,16420425,NA,NA,NA,NA,NA,"Y",NA,"Y",NA,NA,NA,NA,NA
