"","transcriptID","WormBaseID","locus","start","stop","VL_am","VL_lm","VL_nil","VC_lm","VC_nil","VR_am","VR_lm","VR_nil","HCON_ortho","HCON_start","HCON_stop","interval_1_status","interval_2_status"
"611","Y61B8A.1","WBGene00005335","srh-116",17252931,17255128,"-","-","-","-","-","-","-","Y","-",NA,NA,"-","-"
"612","F20E11.10","WBGene00005414","srh-203",17454495,17456297,"-","-","-","-","-","-","-","Y","-",NA,NA,"-","-"
"613","F49H6.12","WBGene00009913","-",17020907,17021461,"-","-","-","-","-","-","-","Y","-",NA,NA,"-","-"
"614","R12G8.1","WBGene00011254","-",17747966,17749243,"-","-","-","-","-","-","-","Y","-",NA,NA,"-","-"
"615","C07G3.10","WBGene00015578","-",3502307,3503151,"Y","-","-","-","-","-","-","-","-",NA,NA,"-","-"
"616","Y59A8B.26a","WBGene00045459","-",18009970,18010837,"-","-","-","-","-","-","-","Y","-",NA,NA,"-","-"
"617","F21A3.4","WBGene00008994","-",15536620,15538059,"-","-","-","-","-","-","-","Y","HCON_00133860-00001",3674098,3678095,"-","-"
"618","Y59A8B.21b","WBGene00013353","-",17986260,17995396,"-","-","-","-","-","-","-","Y","HCON_00151900-00002",32326315,32348219,"-","-"
"619","F44C4.4a","WBGene00002148","gon-14",6606406,6611158,"-","-","-","Y","-","-","-","-","-",NA,NA,"-","-"
"620","C50H11.11","WBGene00016857","srt-16",3063160,3064518,"Y","Y","Y","-","-","-","-","-","-",NA,NA,"-","-"
"621","ZK1037.5","WBGene00014193","nhr-247",15323853,15325351,"-","-","-","-","-","-","-","Y","-",NA,NA,"-","-"
"622","F21A3.6","WBGene00008996","glb-14",15543107,15544994,"-","-","-","-","-","-","-","Y","-",NA,NA,"-","-"
"623","F53C11.5b","WBGene00009975","-",13789887,13796254,"-","-","-","-","-","-","-","Y","HCON_00138230-00002",9691601,9737103,"-","-"
"624","F56A4.9a","WBGene00018917","irld-35",2456176,2458286,"Y","-","Y","-","-","-","-","-","-",NA,NA,"-","-"
"625","ZK1037.8","WBGene00005499","srh-295",15330614,15332774,"-","-","-","-","-","-","-","Y","-",NA,NA,"-","-"
"626","ZK262.7","WBGene00005829","srw-82",18431750,18434205,"-","-","-","-","-","-","-","Y","-",NA,NA,"-","-"
"627","F20G2.3a","WBGene00008987","-",13765926,13768552,"-","-","-","-","-","-","-","Y","HCON_00162250-00001",46676503,46684055,"-","Y"
"628","H12D21.7b","WBGene00010383","mpst-3",14895668,14899019,"-","-","-","-","-","-","-","Y","-",NA,NA,"-","Y"
"629","F20A1.10","WBGene00017621","-",7052717,7053200,"-","-","-","Y","-","-","-","-","-",NA,NA,"-","Y"
"630","F31E9.5","WBGene00009298","srz-58",17318147,17319515,"-","-","-","-","-","-","-","Y","-",NA,NA,"-","Y"
"631","T26H8.5","WBGene00077588","-",15304607,15305602,"-","-","-","-","-","-","-","Y","-",NA,NA,"-","Y"
"632","T26H8.4","WBGene00012072","-",15305813,15306845,"-","-","-","-","-","-","-","Y","-",NA,NA,"-","Y"
"633","F40G12.7","WBGene00009602","-",14274568,14276551,"-","-","-","-","-","-","-","Y","-",NA,NA,"-","Y"
"634","W02H5.8","WBGene00020962","-",2647037,2652657,"Y","Y","Y","-","-","-","-","-","HCON_00145120-00001",21061907,21068699,"-","-"
"635","Y32G9A.6d","WBGene00021304","nphp-2",1895783,1906791,"Y","-","Y","-","-","-","-","-","HCON_00148610-00001",27131272,27165701,"-","-"
"636","T03D3.2","WBGene00005629","srj-50",2832966,2834921,"Y","Y","Y","-","-","-","-","-","-",NA,NA,"-","-"
"637","W06G6.12","WBGene00012314","-",16651842,16652111,"-","-","-","-","-","-","-","Y","-",NA,NA,"-","-"
"638","H10D18.1","WBGene00019177","-",3815226,3816864,"Y","-","-","-","-","-","-","-","-",NA,NA,"-","-"
"639","H10D18.2","WBGene00019178","scl-12",3812593,3813435,"Y","-","-","-","-","-","-","-","-",NA,NA,"-","-"
"640","H10D18.3","WBGene00005753","srw-6",3808636,3810708,"Y","-","-","-","-","-","-","-","-",NA,NA,"-","-"
"641","H10D18.4","WBGene00019179","scl-13",3810786,3811634,"Y","-","-","-","-","-","-","-","-",NA,NA,"-","-"
"642","F09F3.9","WBGene00008629","cpt-5",13873153,13875891,"-","-","-","-","-","-","-","Y","-",NA,NA,"-","-"
"643","F26D2.11","WBGene00005776","srw-29",16423099,16424528,"-","-","-","-","-","Y","-","Y","-",NA,NA,"-","-"
"644","F26D2.13","WBGene00009151","-",16434722,16435610,"-","-","-","-","-","Y","-","Y","-",NA,NA,"-","-"
"645","F26D2.15","WBGene00009153","-",16437846,16438934,"-","-","-","-","-","Y","-","Y","-",NA,NA,"-","-"
"646","F26D2.14","WBGene00009152","-",16435855,16436736,"-","-","-","-","-","Y","-","Y","-",NA,NA,"-","-"
"647","F26D2.16","WBGene00009154","-",16418351,16420425,"-","-","-","-","-","Y","-","Y","-",NA,NA,"-","-"
"648","T05H4.7","WBGene00020270","-",6414993,6417501,"-","-","-","Y","-","-","-","-","HCON_00154550-00001",36618306,36622445,"-","-"
"649","C01B4.10","WBGene00006136","str-76",2514234,2515593,"Y","-","Y","-","-","-","-","-","-",NA,NA,"-","-"
"650","F11A5.7","WBGene00008675","irld-26",16205188,16206818,"-","-","-","-","-","Y","Y","Y","-",NA,NA,"-","-"
"651","C38D9.1","WBGene00008009","fbxa-171",17563171,17566003,"-","-","-","-","-","-","-","Y","-",NA,NA,"-","-"
"652","F56A4.1","WBGene00003521","nas-2",2466762,2468504,"Y","-","Y","-","-","-","-","-","-",NA,NA,"-","-"
"653","F56A4.2","WBGene00018910","-",2459637,2460893,"Y","-","Y","-","-","-","-","-","-",NA,NA,"-","-"
"654","F56A4.5","WBGene00018913","-",2437960,2439871,"Y","-","Y","-","-","-","-","-","-",NA,NA,"-","-"
"655","F56A4.4","WBGene00018912","-",2447895,2449136,"Y","-","Y","-","-","-","-","-","-",NA,NA,"-","-"
"656","F52F10.5b","WBGene00018709","srsx-8",1551044,1553102,"-","-","Y","-","-","-","-","-","-",NA,NA,"-","-"
"657","K04A8.1","WBGene00019373","-",6565552,6568752,"-","-","-","Y","-","-","-","-","-",NA,NA,"-","-"
"658","ZK218.4","WBGene00013938","-",17098854,17100405,"-","-","-","-","-","-","-","Y","-",NA,NA,"-","-"
"659","K04A8.9","WBGene00005004","spp-19",6560181,6561692,"-","-","-","Y","-","-","-","-","-",NA,NA,"-","-"
"660","K04A8.8","WBGene00005005","spp-20",6557767,6558310,"-","-","-","Y","-","-","-","-","-",NA,NA,"-","-"
"661","F54B8.4b","WBGene00010019","-",15816464,15817150,"-","-","-","-","-","-","-","Y","-",NA,NA,"-","-"
"662","Y50D4A.10","WBGene00235315","-",1219781,1220561,"-","-","Y","-","-","-","-","-","-",NA,NA,"-","-"
"663","C07G3.15a","WBGene00269378","-",3493637,3496945,"Y","-","-","-","-","-","-","-","-",NA,NA,"-","-"
"664","Y37H2A.4","WBGene00012564","fbxa-107",18123939,18125247,"-","-","-","-","-","-","-","Y","-",NA,NA,"-","-"
"665","W08A12.4","WBGene00021081","pals-33",3673380,3676632,"Y","-","-","-","-","-","-","-","-",NA,NA,"-","-"
"666","F40C5.3","WBGene00001736","grl-27",3575055,3575874,"Y","-","-","-","-","-","-","-","-",NA,NA,"-","-"
"667","F40C5.2","WBGene00018229","-",3570995,3571610,"Y","-","-","-","-","-","-","-","-",NA,NA,"-","-"
"668","Y51A2D.19d","WBGene00004830","slo-1",18492267,18508205,"-","-","-","-","-","-","-","Y","HCON_00150830-00003",30694175,30727680,"-","-"
"669","Y94A7B.3","WBGene00005495","srh-291",17805623,17808611,"-","-","-","-","-","-","-","Y","-",NA,NA,"-","-"
"670","F44E7.5a","WBGene00018427","-",5778817,5780799,"-","-","-","-","Y","-","-","-","-",NA,NA,"-","-"
"671","Y75B7AL.3","WBGene00004923","snt-3",1358178,1371014,"-","-","Y","-","-","-","-","-","HCON_00151480-00002",31804669,31847380,"-","-"
"672","K02E11.2","WBGene00010511","sre-7",14244204,14246104,"-","-","-","-","-","-","-","Y","-",NA,NA,"-","-"
"673","K02E11.3","WBGene00010512","-",14246236,14246873,"-","-","-","-","-","-","-","Y","-",NA,NA,"-","-"
"674","T01D3.3b","WBGene00011328","-",13704929,13711091,"-","-","-","-","-","-","-","Y","HCON_00144790-00001",20486787,20508735,"-","-"
"675","K02E11.6","WBGene00010515","-",14249054,14251510,"-","-","-","-","-","-","-","Y","-",NA,NA,"-","-"
"676","K02E11.7","WBGene00010516","-",14253488,14254321,"-","-","-","-","-","-","-","Y","-",NA,NA,"-","-"
"677","F21H7.9","WBGene00001545","gcy-20",16248583,16253787,"-","-","-","-","-","Y","Y","Y","-",NA,NA,"-","-"
"678","K02E11.5","WBGene00010514","-",14252325,14253296,"-","-","-","-","-","-","-","Y","-",NA,NA,"-","-"
"679","W01A11.6","WBGene00003385","moc-2",6502368,6504181,"-","-","-","Y","-","-","-","-","HCON_00158960-00001",42415973,42423260,"-","-"
"680","F14D7.10","WBGene00008797","-",14308464,14308877,"-","-","-","-","-","-","-","Y","-",NA,NA,"-","-"
"681","W01A11.5","WBGene00020911","cpt-6",6490068,6493921,"-","-","-","Y","-","-","-","-","-",NA,NA,"-","-"
"682","C47A10.9","WBGene00005491","srh-287",17800838,17801906,"-","-","-","-","-","-","-","Y","-",NA,NA,"-","-"
"683","F14D7.11","WBGene00008798","-",14310358,14311236,"-","-","-","-","-","-","-","Y","-",NA,NA,"-","-"
"684","W01A11.4","WBGene00002273","lec-10",6488199,6489120,"-","-","-","Y","-","-","-","-","-",NA,NA,"-","-"
"685","F56A12.1","WBGene00006775","unc-39",14373389,14375799,"-","-","-","-","-","-","-","Y","HCON_00147760-00001",25939816,25943206,"-","-"
"686","Y37H2A.6","WBGene00012566","fbxa-211",18127519,18129045,"-","-","-","-","-","-","-","Y","-",NA,NA,"-","-"
"687","F41B5.7a","WBGene00018264","cyp-33C6",2247254,2249410,"Y","-","Y","-","-","-","-","-","-",NA,NA,"-","-"
"688","W01A11.2","WBGene00020910","dgtr-1",6497106,6498484,"-","-","-","Y","-","-","-","-","HCON_00158550-00001",41979174,41983461,"Y","-"
"689","T05E12.1","WBGene00006176","str-125",17074290,17076000,"-","-","-","-","-","-","-","Y","-",NA,NA,"Y","-"
"690","Y69H2.14","WBGene00013489","col-42",18638484,18639591,"-","-","-","-","-","-","-","Y","-",NA,NA,"Y","-"
"691","F31E9.3","WBGene00009296","-",17322590,17324526,"-","-","-","-","-","-","-","Y","-",NA,NA,"Y","-"
"692","T06C12.1","WBGene00006124","str-60",15897996,15899415,"-","-","-","-","-","-","-","Y","-",NA,NA,"Y","-"
"693","T05E12.3","WBGene00011486","-",17076874,17077989,"-","-","-","-","-","-","-","Y","-",NA,NA,"Y","-"
"694","Y17D7A.3a","WBGene00003655","nhr-65",18839310,18845442,"-","-","-","-","-","-","-","Y","-",NA,NA,"Y","-"
"695","T13F3.5","WBGene00011752","fbxa-2",16266792,16269656,"-","-","-","-","-","Y","Y","Y","-",NA,NA,"Y","-"
"696","T06C12.7","WBGene00003674","nhr-84",15876732,15879619,"-","-","-","-","-","-","-","Y","-",NA,NA,"Y","-"
"697","C49G7.12a","WBGene00077593","-",4038410,4039940,"Y","-","-","-","-","-","-","-","-",NA,NA,"Y","-"
"698","Y51A2B.3","WBGene00013067","nhr-288",18380620,18382690,"-","-","-","-","-","-","-","Y","-",NA,NA,"Y","-"
"699","VC5.2","WBGene00020908","-",7085916,7088854,"-","-","-","Y","-","-","-","-","HCON_00160710-00001",44468292,44481453,"-","-"
"700","C13B7.3a","WBGene00005137","srd-60",2419081,2421583,"Y","-","Y","-","-","-","-","-","-",NA,NA,"-","-"
"701","VC5.4","WBGene00007029","mys-1",7081537,7084662,"-","-","-","Y","-","-","-","-","-",NA,NA,"-","-"
"702","VC5.6","WBGene00044699","nhr-286",7089471,7091610,"-","-","-","Y","-","-","-","-","-",NA,NA,"-","-"
"703","F44G3.1","WBGene00006158","str-103",16117363,16118701,"-","-","-","-","-","Y","Y","Y","-",NA,NA,"-","-"
"704","F02D8.9","WBGene00206370","-",14955021,14955774,"-","-","-","-","-","-","-","Y","-",NA,NA,"-","-"
"705","F02D8.5","WBGene00008522","nlp-59",14971436,14972419,"-","-","-","-","-","-","-","Y","-",NA,NA,"-","-"
"706","F02D8.4","WBGene00008521","-",14984893,14987572,"-","-","-","-","-","-","-","Y","HCON_00134920-00002",5236130,5243004,"-","-"
"707","F47H4.1a","WBGene00009834","lsy-27",17348665,17350193,"-","-","-","-","-","-","-","Y","-",NA,NA,"-","-"
"708","R08E5.1a","WBGene00019961","-",3769801,3771475,"Y","-","-","-","-","-","-","-","-",NA,NA,"-","-"
"709","F49A5.10","WBGene00044195","-",16875877,16876144,"-","-","-","-","-","-","-","Y","-",NA,NA,"-","-"
"710","F02D8.2","WBGene00001701","grd-12",14978505,14980248,"-","-","-","-","-","-","-","Y","HCON_00148950-00001",27798629,27802125,"-","-"
"711","R10E8.6","WBGene00011212","-",18259260,18266391,"-","-","-","-","-","-","-","Y","-",NA,NA,"-","-"
"712","B0391.5","WBGene00007162","fbxa-153",15605673,15610388,"-","-","-","-","-","-","-","Y","-",NA,NA,"-","-"
"713","T13F3.7","WBGene00011754","-",16272673,16275410,"-","-","-","-","-","Y","Y","Y","-",NA,NA,"-","-"
"714","F09C6.15","WBGene00077492","-",16893740,16894107,"-","-","-","-","-","-","-","Y","-",NA,NA,"-","-"
"715","T10H4.13","WBGene00045339","-",15266265,15267505,"-","-","-","-","-","-","-","Y","-",NA,NA,"-","-"
"716","T08B1.1b","WBGene00020340","-",1949834,1986845,"Y","-","Y","-","-","-","-","-","-",NA,NA,"-","-"
"717","T05E12.6a","WBGene00011487","-",17085002,17090023,"-","-","-","-","-","-","-","Y","-",NA,NA,"-","-"
"718","T09D3.7","WBGene00005184","srg-27",5339797,5341309,"-","-","-","-","Y","-","-","-","-",NA,NA,"-","-"
"719","T24A6.7","WBGene00020747","-",3525270,3526580,"Y","-","-","-","-","-","-","-","-",NA,NA,"-","-"
"720","T24A6.4","WBGene00005533","sri-21",3549853,3551269,"Y","-","-","-","-","-","-","-","-",NA,NA,"-","-"
"721","T24A6.5","WBGene00020746","srbc-66",3530703,3532380,"Y","-","-","-","-","-","-","-","-",NA,NA,"-","-"
"722","T09D3.3","WBGene00020384","-",5346494,5349571,"-","-","-","-","Y","-","-","-","-",NA,NA,"-","-"
"723","T24A6.3","WBGene00001739","grl-30",3556286,3556804,"Y","-","-","-","-","-","-","-","-",NA,NA,"-","-"
"724","T09D3.1","WBGene00005087","srd-9",5351783,5353067,"-","-","-","-","Y","-","-","-","-",NA,NA,"-","-"
"725","ZK1055.7","WBGene00022848","-",6602721,6605375,"-","-","-","Y","-","-","-","-","-",NA,NA,"-","-"
"726","ZK1055.4","WBGene00022845","-",6583761,6587421,"-","-","-","Y","-","-","-","-","-",NA,NA,"-","-"
"727","ZK1055.2","WBGene00022843","-",6590583,6593634,"-","-","-","Y","-","-","-","-","-",NA,NA,"-","-"
"728","W06H8.2","WBGene00021066","-",6206755,6208561,"-","-","-","Y","-","-","-","-","-",NA,NA,"-","-"
"729","T09D3.9","WBGene00195171","-",5366780,5368892,"-","-","-","-","Y","-","-","-","-",NA,NA,"-","-"
"730","T09D3.8","WBGene00044538","-",5365163,5366792,"-","-","-","-","Y","-","-","-","-",NA,NA,"-","-"
"731","F28F8.1","WBGene00000057","acr-18",15551155,15559147,"-","-","-","-","-","-","-","Y","-",NA,NA,"-","-"
"732","Y51A2A.6","WBGene00013062","-",18302714,18303506,"-","-","-","-","-","-","-","Y","-",NA,NA,"-","-"
"733","F40G12.5","WBGene00009600","-",14269182,14270829,"-","-","-","-","-","-","-","Y","-",NA,NA,"-","-"
"734","F47H4.11","WBGene00009841","fbxa-134",17350387,17352870,"-","-","-","-","-","-","-","Y","-",NA,NA,"-","-"
"735","F44G3.2","WBGene00009706","argk-1",16103755,16105953,"-","-","-","-","-","Y","Y","Y","-",NA,NA,"-","-"
"736","W06D12.4","WBGene00006137","str-77",17718947,17721293,"-","-","-","-","-","-","-","Y","-",NA,NA,"-","-"
"737","Y20C6A.2","WBGene00012492","fbxb-7",17377172,17379233,"-","-","-","-","-","-","-","Y","-",NA,NA,"-","-"
"738","Y69H2.10a","WBGene00013485","-",18670315,18676119,"-","-","-","-","-","-","-","Y","-",NA,NA,"-","-"
"739","K06B4.11","WBGene00003643","nhr-53",15700591,15702362,"-","-","-","-","-","-","-","Y","-",NA,NA,"-","-"
"740","F54B8.7a","WBGene00010021","srbc-49",15821698,15822884,"-","-","-","-","-","-","-","Y","-",NA,NA,"-","-"
"741","C35A11.1","WBGene00016428","dmsr-7",5405358,5408386,"-","-","-","-","Y","-","-","-","HCON_00133260-00001",2837202,2845348,"-","-"
"742","C35A11.2","WBGene00016429","-",5386110,5389448,"-","-","-","-","Y","-","-","-","-",NA,NA,"-","-"
"743","C35A11.4","WBGene00016431","-",5389341,5393026,"-","-","-","-","Y","-","-","-","-",NA,NA,"-","-"
"744","T19C9.5","WBGene00011841","scl-25",17226959,17227998,"-","-","-","-","-","-","-","Y","-",NA,NA,"-","-"
"745","T19C9.2","WBGene00005331","srh-112",17225086,17226219,"-","-","-","-","-","-","-","Y","-",NA,NA,"-","-"
"746","T19C9.1","WBGene00011840","srbc-62",17217990,17219004,"-","-","-","-","-","-","-","Y","-",NA,NA,"-","-"
"747","T20B3.7","WBGene00004026","phy-3",16833165,16839141,"-","-","-","-","-","-","-","Y","-",NA,NA,"-","-"
"748","T24A6.16a","WBGene00020753","-",3561460,3562919,"Y","-","-","-","-","-","-","-","-",NA,NA,"-","-"
"749","W02F12.8","WBGene00175027","-",6692247,6694768,"-","-","-","Y","-","-","-","-","-",NA,NA,"-","-"
"750","C01G10.17","WBGene00044658","-",15090757,15091121,"-","-","-","-","-","-","-","Y","-",NA,NA,"-","-"
"751","W02F12.6","WBGene00020951","sna-1",6709574,6710679,"-","-","-","Y","-","-","-","-","HCON_00138040-00001",9400287,9402765,"-","-"
"752","W02F12.7","WBGene00005187","srg-30",6716805,6718297,"-","-","-","Y","-","-","-","-","-",NA,NA,"-","-"
"753","W02F12.5","WBGene00020950","dlst-1",6707056,6709101,"-","-","-","Y","-","-","-","-","HCON_00140620-00001",13120805,13127853,"-","-"
"754","W02F12.2","WBGene00020947","-",6694853,6697652,"-","-","-","Y","-","-","-","-","-",NA,NA,"-","-"
"755","W02F12.3","WBGene00020948","era-1",6703057,6704573,"-","-","-","Y","-","-","-","-","-",NA,NA,"-","-"
"756","C01G10.15","WBGene00007240","-",15086913,15087326,"-","-","-","-","-","-","-","Y","-",NA,NA,"-","-"
"757","C01G10.12","WBGene00001021","dnj-3",15068678,15069507,"-","-","-","-","-","-","-","Y","HCON_00163630-00001",48641377,48647681,"-","-"
"758","F58E10.1b","WBGene00010259","ric-7",13987164,14005912,"-","-","-","-","-","-","-","Y","HCON_00157650-00001",40730783,40827484,"Y","-"
"759","F49A5.8","WBGene00005770","srw-23",16873942,16875455,"-","-","-","-","-","-","-","Y","-",NA,NA,"Y","-"
"760","AH10.1","WBGene00007082","acs-10",14146499,14148839,"-","-","-","-","-","-","-","Y","-",NA,NA,"Y","-"
"761","CD4.1","WBGene00016988","-",5606542,5609368,"-","-","-","-","Y","-","-","-","HCON_00150120-00001",29495535,29510507,"-","-"
"762","CD4.2","WBGene00000795","crn-2",5594615,5595842,"-","-","-","-","Y","-","-","-","HCON_00159220-00001",42805222,42807963,"-","-"
"763","CD4.3","WBGene00016989","mrpl-48",5593706,5594499,"-","-","-","-","Y","-","-","-","HCON_00159210-00001",42802898,42805046,"-","-"
"764","CD4.4","WBGene00016990","vps-37",5592685,5593612,"-","-","-","-","Y","-","-","-","HCON_00159200-00001",42800197,42802541,"-","-"
"765","CD4.6","WBGene00003927","pas-6",5583161,5584343,"-","-","-","-","Y","-","-","-","-",NA,NA,"-","-"
"766","CD4.8","WBGene00016993","-",5599145,5601329,"-","-","-","-","Y","-","-","-","-",NA,NA,"-","-"
"767","C04E12.2","WBGene00015433","-",3369081,3369922,"Y","-","-","-","-","-","-","-","-",NA,NA,"-","-"
"768","F44C4.5","WBGene00004092","ppt-1",6624701,6626344,"-","-","-","Y","-","-","-","-","-",NA,NA,"-","-"
"769","F44C4.2","WBGene00018412","nhr-37",6622268,6624694,"-","-","-","Y","-","-","-","-","-",NA,NA,"-","-"
"770","F44C4.3","WBGene00000784","cpr-4",6614674,6615851,"-","-","-","Y","-","-","-","-","-",NA,NA,"-","-"
"771","T28C12.6","WBGene00020893","-",6333813,6336123,"-","-","-","Y","-","-","-","-","HCON_00151980-00001",32425629,32430797,"-","-"
"772","F10D2.6","WBGene00017332","ugt-37",7141932,7145318,"-","-","-","Y","-","-","-","-","-",NA,NA,"-","-"
"773","T27C4.1","WBGene00020854","-",3712768,3715969,"Y","-","-","-","-","-","-","-","HCON_00143530-00001",18109912,18117929,"-","-"
"774","T27C4.3","WBGene00006096","str-30",3725072,3726775,"Y","-","-","-","-","-","-","-","-",NA,NA,"-","-"
"775","R09B5.9","WBGene00000558","cnc-4",1447195,1447707,"-","-","Y","-","-","-","-","-","-",NA,NA,"-","-"
"776","T08G3.5","WBGene00005358","srh-141",16443926,16445734,"-","-","-","-","-","Y","-","Y","-",NA,NA,"-","-"
"777","T08G3.3","WBGene00005359","srh-142",16459388,16460965,"-","-","-","-","-","Y","-","Y","-",NA,NA,"-","-"
"778","T08G3.2","WBGene00006082","str-14",16453393,16455165,"-","-","-","-","-","Y","-","Y","-",NA,NA,"-","-"
"779","Y59A8B.7","WBGene00013344","ebp-1",18043571,18052726,"-","-","-","-","-","-","-","Y","-",NA,NA,"-","-"
"780","C31B8.16","WBGene00044602","-",2930053,2931170,"Y","Y","Y","-","-","-","-","-","-",NA,NA,"-","-"
"781","M01B2.11","WBGene00005758","srw-11",15239070,15240315,"-","-","-","-","-","-","-","Y","-",NA,NA,"-","-"
"782","C31B8.12","WBGene00016285","-",2925182,2927722,"Y","Y","Y","-","-","-","-","-","-",NA,NA,"-","-"
"783","C31B8.13","WBGene00005453","srh-247",2933143,2934175,"Y","Y","Y","-","-","-","-","-","-",NA,NA,"-","-"
"784","T22G5.6","WBGene00002260","lbp-8",13890679,13891364,"-","-","-","-","-","-","-","Y","-",NA,NA,"-","-"
"785","C04E12.9","WBGene00015438","srbc-2",3374362,3377073,"Y","-","-","-","-","-","-","-","-",NA,NA,"-","-"
"786","F16B3.3b","WBGene00044774","-",1315643,1317921,"-","-","Y","-","-","-","-","-","HCON_00156740-00001",39447924,39452804,"Y","-"
"787","Y19D10A.8a","WBGene00021223","-",2353359,2356582,"Y","-","Y","-","-","-","-","-","-",NA,NA,"Y","-"
"788","T05H4.14","WBGene00001513","gad-1",6431320,6433496,"-","-","-","Y","-","-","-","-","HCON_00153930-00001",35740844,35748044,"-","-"
"789","F10D2.10","WBGene00017335","-",7154503,7156224,"-","-","-","Y","-","-","-","-","-",NA,NA,"-","-"
"790","F10D2.11","WBGene00017336","ugt-41",7161068,7163595,"-","-","-","Y","-","-","-","-","-",NA,NA,"-","-"
"791","T23D5.7","WBGene00006086","str-19",15742776,15744478,"-","-","-","-","-","-","-","Y","-",NA,NA,"-","-"
"792","T23D5.6","WBGene00006085","str-18",15740517,15741951,"-","-","-","-","-","-","-","Y","-",NA,NA,"-","-"
"793","T23D5.1","WBGene00006093","str-27",15734023,15735820,"-","-","-","-","-","-","-","Y","-",NA,NA,"-","-"
"794","F10D2.16","WBGene00271437","-",7134263,7135682,"-","-","-","Y","-","-","-","-","-",NA,NA,"-","-"
"795","T23D5.2","WBGene00006103","str-38",15730779,15732309,"-","-","-","-","-","-","-","Y","-",NA,NA,"-","-"
"796","Y50E8A.12a","WBGene00013055","-",14782650,14784154,"-","-","-","-","-","-","-","Y","-",NA,NA,"-","-"
"797","K04F1.14b","WBGene00019393","irld-45",1648331,1651099,"-","-","Y","-","-","-","-","-","-",NA,NA,"-","-"
"798","T23D5.8","WBGene00011943","-",15747480,15748443,"-","-","-","-","-","-","-","Y","-",NA,NA,"-","-"
"799","Y75B12B.5","WBGene00000879","cyn-3",15189927,15190926,"-","-","-","-","-","-","-","Y","-",NA,NA,"-","-"
"800","Y75B12B.4","WBGene00013569","bath-36",15187888,15189588,"-","-","-","-","-","-","-","Y","-",NA,NA,"-","-"
"801","Y75B12B.7","WBGene00005748","srw-1",15198255,15199396,"-","-","-","-","-","-","-","Y","-",NA,NA,"-","-"
"802","Y75B12B.6","WBGene00004037","plc-2",15192569,15197624,"-","-","-","-","-","-","-","Y","HCON_00148240-00001",26695753,26719761,"-","-"
"803","Y75B12B.3","WBGene00013568","-",15185891,15186329,"-","-","-","-","-","-","-","Y","-",NA,NA,"-","-"
"804","Y75B12B.2","WBGene00000883","cyn-7",15185454,15187378,"-","-","-","-","-","-","-","Y","-",NA,NA,"-","-"
"805","Y94A7B.6","WBGene00005504","srh-300",17822105,17823889,"-","-","-","-","-","-","-","Y","-",NA,NA,"-","-"
"806","Y94A7B.7","WBGene00005507","srh-303",17831650,17833418,"-","-","-","-","-","-","-","Y","-",NA,NA,"-","-"
"807","Y94A7B.4","WBGene00005500","srh-296",17810353,17812794,"-","-","-","-","-","-","-","Y","-",NA,NA,"-","-"
"808","T21H3.5a","WBGene00020664","-",1158251,1164293,"-","-","Y","-","-","-","-","-","-",NA,NA,"-","-"
"809","F57F4.3","WBGene00001581","gfi-1",6392536,6400232,"-","-","-","Y","-","-","-","-","-",NA,NA,"-","-"
"810","Y94A7B.1","WBGene00005496","srh-292",17802769,17803923,"-","-","-","-","-","-","-","Y","-",NA,NA,"-","-"
"811","F35E8.10","WBGene00009423","-",15919337,15920373,"-","-","-","-","-","-","-","Y","-",NA,NA,"-","-"
"812","F35E8.11","WBGene00000412","cdr-1",15921309,15922820,"-","-","-","-","-","-","-","Y","-",NA,NA,"-","-"
"813","T27B2.1","WBGene00194821","dmsr-16",6807762,6809062,"-","-","-","Y","-","-","-","-","-",NA,NA,"-","-"
"814","F56A12.2a","WBGene00010143","-",14376000,14379081,"-","-","-","-","-","-","-","Y","-",NA,NA,"-","-"
"815","Y32G9A.8a","WBGene00021305","zig-11",1875478,1882240,"Y","-","Y","-","-","-","-","-","HCON_00134010-00001",3946015,3951829,"-","-"
"816","F14H8.6b","WBGene00000562","cng-1",15025740,15030250,"-","-","-","-","-","-","-","Y","-",NA,NA,"-","-"
"817","ZK228.10","WBGene00044215","-",18456728,18457329,"-","-","-","-","-","-","-","Y","-",NA,NA,"-","-"
"818","Y39B6A.69","WBGene00195240","-",19152237,19152450,"-","-","-","-","-","-","-","Y","-",NA,NA,"-","-"
"819","K10C9.7","WBGene00019626","-",1065682,1067672,"-","-","Y","-","-","-","-","-","-",NA,NA,"-","-"
"820","K10C9.6","WBGene00006129","str-67",1062588,1064591,"-","-","Y","-","-","-","-","-","-",NA,NA,"-","-"
"821","K10C9.3","WBGene00019624","rnst-2",1061595,1067908,"-","-","Y","-","-","-","-","-","HCON_00148640-00001",27245744,27250962,"-","-"
"822","C24G6.8","WBGene00016062","-",5534118,5535979,"-","-","-","-","Y","-","-","-","HCON_00145350-00001",21696416,21710595,"-","-"
"823","C49G7.11","WBGene00016789","djr-1.2",4054074,4055125,"Y","-","-","-","-","-","-","-","-",NA,NA,"-","-"
"824","T26E4.9","WBGene00012051","-",15799212,15802723,"-","-","-","-","-","-","-","Y","-",NA,NA,"-","-"
"825","C24G6.1","WBGene00006376","syp-2",5536487,5537717,"-","-","-","-","Y","-","-","-","-",NA,NA,"-","-"
